0,1
D:/RAE/dataset3_es\sulfureo_3.png,sulfureo
D:/RAE/dataset3_es\ataviar_9.png,ataviar
D:/RAE/dataset3_es\consuegrar_4.png,consuegrar
D:/RAE/dataset3_es\panchero_10.png,panchero
D:/RAE/dataset3_es\novilleril_7.png,novilleril
D:/RAE/dataset3_es\iluminar_0.png,iluminar
D:/RAE/dataset3_es\comedieta_7.png,comedieta
D:/RAE/dataset3_es\vedijoso_3.png,vedijoso
D:/RAE/dataset3_es\amacena_1.png,amacena
D:/RAE/dataset3_es\exhumador_1.png,exhumador
D:/RAE/dataset3_es\especiota_13.png,especiota
D:/RAE/dataset3_es\naonato_4.png,naonato
D:/RAE/dataset3_es\nebel_13.png,nebel
D:/RAE/dataset3_es\academico_2.png,academico
D:/RAE/dataset3_es\espigadera_13.png,espigadera
D:/RAE/dataset3_es\parenesis_1.png,parenesis
D:/RAE/dataset3_es\implacable_11.png,implacable
D:/RAE/dataset3_es\linier_8.png,linier
D:/RAE/dataset3_es\antecoro_1.png,antecoro
D:/RAE/dataset3_es\cerruma_2.png,cerruma
D:/RAE/dataset3_es\englobar_3.png,englobar
D:/RAE/dataset3_es\melecina_3.png,melecina
D:/RAE/dataset3_es\alpistela_7.png,alpistela
D:/RAE/dataset3_es\casero_2.png,casero
D:/RAE/dataset3_es\alquitira_1.png,alquitira
D:/RAE/dataset3_es\callamiento_1.png,callamiento
D:/RAE/dataset3_es\mordihui_0.png,mordihui
D:/RAE/dataset3_es\suaveton_8.png,suaveton
D:/RAE/dataset3_es\aguanton_11.png,aguanton
D:/RAE/dataset3_es\transgenico_5.png,transgenico
D:/RAE/dataset3_es\idolologia_0.png,idolologia
D:/RAE/dataset3_es\enarenar_7.png,enarenar
D:/RAE/dataset3_es\apercepcion_2.png,apercepcion
D:/RAE/dataset3_es\hepatopatia_5.png,hepatopatia
D:/RAE/dataset3_es\mascujada_5.png,mascujada
D:/RAE/dataset3_es\junto_3.png,junto
D:/RAE/dataset3_es\paradera_8.png,paradera
D:/RAE/dataset3_es\niquira_6.png,niquira
D:/RAE/dataset3_es\petaquita_5.png,petaquita
D:/RAE/dataset3_es\indeciso_1.png,indeciso
D:/RAE/dataset3_es\lecheria_11.png,lecheria
D:/RAE/dataset3_es\estroma_1.png,estroma
D:/RAE/dataset3_es\amurco_6.png,amurco
D:/RAE/dataset3_es\protegible_1.png,protegible
D:/RAE/dataset3_es\exhortacion_0.png,exhortacion
D:/RAE/dataset3_es\litografia_1.png,litografia
D:/RAE/dataset3_es\reinstalar_6.png,reinstalar
D:/RAE/dataset3_es\troquelar_9.png,troquelar
D:/RAE/dataset3_es\entrega_11.png,entrega
D:/RAE/dataset3_es\homicidio_2.png,homicidio
D:/RAE/dataset3_es\enyesado_5.png,enyesado
D:/RAE/dataset3_es\forzolento_13.png,forzolento
D:/RAE/dataset3_es\ardido_1.png,ardido
D:/RAE/dataset3_es\empiluchar_13.png,empiluchar
D:/RAE/dataset3_es\ferreal_6.png,ferreal
D:/RAE/dataset3_es\guanir_12.png,guañir
D:/RAE/dataset3_es\vacuno_5.png,vacuno
D:/RAE/dataset3_es\frecuencia_8.png,frecuencia
D:/RAE/dataset3_es\ontogenia_11.png,ontogenia
D:/RAE/dataset3_es\monga_14.png,monga
D:/RAE/dataset3_es\tarar_0.png,tarar
D:/RAE/dataset3_es\objetivable_5.png,objetivable
D:/RAE/dataset3_es\blanquecer_1.png,blanquecer
D:/RAE/dataset3_es\vocero_14.png,vocero
D:/RAE/dataset3_es\adyacencia_5.png,adyacencia
D:/RAE/dataset3_es\refrendo_12.png,refrendo
D:/RAE/dataset3_es\pampeano_4.png,pampeano
D:/RAE/dataset3_es\coccion_13.png,coccion
D:/RAE/dataset3_es\chicarrero_6.png,chicarrero
D:/RAE/dataset3_es\cuerdo_5.png,cuerdo
D:/RAE/dataset3_es\encimar_14.png,encimar
D:/RAE/dataset3_es\lapilla_13.png,lapilla
D:/RAE/dataset3_es\militronche_5.png,militronche
D:/RAE/dataset3_es\forzolento_7.png,forzolento
D:/RAE/dataset3_es\guisanon_8.png,guisañon
D:/RAE/dataset3_es\balonazo_6.png,balonazo
D:/RAE/dataset3_es\hopa_2.png,hopa
D:/RAE/dataset3_es\gurbio_14.png,gurbio
D:/RAE/dataset3_es\novohispano_7.png,novohispano
D:/RAE/dataset3_es\bandazo_13.png,bandazo
D:/RAE/dataset3_es\dijes_1.png,dijes
D:/RAE/dataset3_es\composteo_4.png,composteo
D:/RAE/dataset3_es\trapajoso_6.png,trapajoso
D:/RAE/dataset3_es\actuado_0.png,actuado
D:/RAE/dataset3_es\sabugo_12.png,sabugo
D:/RAE/dataset3_es\flota_12.png,flota
D:/RAE/dataset3_es\contumaz_3.png,contumaz
D:/RAE/dataset3_es\guayaquil_4.png,guayaquil
D:/RAE/dataset3_es\vienense_3.png,vienense
D:/RAE/dataset3_es\presentir_4.png,presentir
D:/RAE/dataset3_es\funido_2.png,fuñido
D:/RAE/dataset3_es\ojeriza_5.png,ojeriza
D:/RAE/dataset3_es\tartufismo_8.png,tartufismo
D:/RAE/dataset3_es\sagula_8.png,sagula
D:/RAE/dataset3_es\terraguero_10.png,terraguero
D:/RAE/dataset3_es\descaspar_1.png,descaspar
D:/RAE/dataset3_es\estano_12.png,estaño
D:/RAE/dataset3_es\liceista_14.png,liceista
D:/RAE/dataset3_es\alcandora_3.png,alcandora
D:/RAE/dataset3_es\recamo_5.png,recamo
D:/RAE/dataset3_es\reaccionar_12.png,reaccionar
D:/RAE/dataset3_es\aperea_10.png,aperea
D:/RAE/dataset3_es\fuchina_4.png,fuchina
D:/RAE/dataset3_es\vaticinador_0.png,vaticinador
D:/RAE/dataset3_es\enaceitar_9.png,enaceitar
D:/RAE/dataset3_es\cesenes_4.png,cesenes
D:/RAE/dataset3_es\orinadera_7.png,orinadera
D:/RAE/dataset3_es\cristobita_1.png,cristobita
D:/RAE/dataset3_es\canerilla_10.png,cañerilla
D:/RAE/dataset3_es\hopa_13.png,hopa
D:/RAE/dataset3_es\harinoso_11.png,harinoso
D:/RAE/dataset3_es\praseodimio_5.png,praseodimio
D:/RAE/dataset3_es\nocimiento_5.png,nocimiento
D:/RAE/dataset3_es\cuter_5.png,cuter
D:/RAE/dataset3_es\encaperuzar_2.png,encaperuzar
D:/RAE/dataset3_es\inmudable_2.png,inmudable
D:/RAE/dataset3_es\diacustica_9.png,diacustica
D:/RAE/dataset3_es\Escocia_3.png,Escocia
D:/RAE/dataset3_es\arrepiso_13.png,arrepiso
D:/RAE/dataset3_es\lardon_11.png,lardon
D:/RAE/dataset3_es\zunarse_13.png,zuñarse
D:/RAE/dataset3_es\desmallar_14.png,desmallar
D:/RAE/dataset3_es\chatel_10.png,chatel
D:/RAE/dataset3_es\yihadismo_10.png,yihadismo
D:/RAE/dataset3_es\destitulado_12.png,destitulado
D:/RAE/dataset3_es\diecisiete_9.png,diecisiete
D:/RAE/dataset3_es\branza_10.png,branza
D:/RAE/dataset3_es\terapia_1.png,terapia
D:/RAE/dataset3_es\malsonancia_13.png,malsonancia
D:/RAE/dataset3_es\tus_6.png,tus
D:/RAE/dataset3_es\zambigo_7.png,zambigo
D:/RAE/dataset3_es\tercero_1.png,tercero
D:/RAE/dataset3_es\alabanza_0.png,alabanza
D:/RAE/dataset3_es\succino_13.png,succino
D:/RAE/dataset3_es\bisuneado_9.png,bisuñeado
D:/RAE/dataset3_es\filadelfo_11.png,filadelfo
D:/RAE/dataset3_es\triunviro_0.png,triunviro
D:/RAE/dataset3_es\cambujo_9.png,cambujo
D:/RAE/dataset3_es\albardin_11.png,albardin
D:/RAE/dataset3_es\hipomanes_13.png,hipomanes
D:/RAE/dataset3_es\chucho_12.png,chucho
D:/RAE/dataset3_es\chamuchina_14.png,chamuchina
D:/RAE/dataset3_es\palasan_8.png,palasan
D:/RAE/dataset3_es\runa_8.png,runa
D:/RAE/dataset3_es\guzman_12.png,guzman
D:/RAE/dataset3_es\indomable_12.png,indomable
D:/RAE/dataset3_es\julio_4.png,julio
D:/RAE/dataset3_es\monte_1.png,monte
D:/RAE/dataset3_es\manifiesto_5.png,manifiesto
D:/RAE/dataset3_es\duplicatura_4.png,duplicatura
D:/RAE/dataset3_es\apurrir_3.png,apurrir
D:/RAE/dataset3_es\proyeccion_9.png,proyeccion
D:/RAE/dataset3_es\magulladura_8.png,magulladura
D:/RAE/dataset3_es\tumefacto_0.png,tumefacto
D:/RAE/dataset3_es\finchar_11.png,finchar
D:/RAE/dataset3_es\enhebrar_14.png,enhebrar
D:/RAE/dataset3_es\infeudar_11.png,infeudar
D:/RAE/dataset3_es\empajada_2.png,empajada
D:/RAE/dataset3_es\efluvio_3.png,efluvio
D:/RAE/dataset3_es\liga_13.png,liga
D:/RAE/dataset3_es\ganchero_11.png,ganchero
D:/RAE/dataset3_es\careo_6.png,careo
D:/RAE/dataset3_es\tinglado_8.png,tinglado
D:/RAE/dataset3_es\zaparrazo_5.png,zaparrazo
D:/RAE/dataset3_es\aduanal_2.png,aduanal
D:/RAE/dataset3_es\apanar_10.png,apañar
D:/RAE/dataset3_es\montuvio_6.png,montuvio
D:/RAE/dataset3_es\mauro_1.png,mauro
D:/RAE/dataset3_es\parche_2.png,parche
D:/RAE/dataset3_es\homofobia_6.png,homofobia
D:/RAE/dataset3_es\matasellos_10.png,matasellos
D:/RAE/dataset3_es\extranismo_4.png,extrañismo
D:/RAE/dataset3_es\nomino_10.png,nomino
D:/RAE/dataset3_es\aranazo_9.png,arañazo
D:/RAE/dataset3_es\lonjear_7.png,lonjear
D:/RAE/dataset3_es\domanio_12.png,domanio
D:/RAE/dataset3_es\taca_0.png,taca
D:/RAE/dataset3_es\diapedesis_10.png,diapedesis
D:/RAE/dataset3_es\virola_9.png,virola
D:/RAE/dataset3_es\aguti_7.png,aguti
D:/RAE/dataset3_es\chafaldete_4.png,chafaldete
D:/RAE/dataset3_es\jijallo_8.png,jijallo
D:/RAE/dataset3_es\nagazoso_9.png,ñagazoso
D:/RAE/dataset3_es\instimular_6.png,instimular
D:/RAE/dataset3_es\gavanzo_5.png,gavanzo
D:/RAE/dataset3_es\tijuil_13.png,tijuil
D:/RAE/dataset3_es\catapulta_8.png,catapulta
D:/RAE/dataset3_es\ciente_13.png,ciente
D:/RAE/dataset3_es\filistrin_8.png,filistrin
D:/RAE/dataset3_es\latrina_9.png,latrina
D:/RAE/dataset3_es\huronear_2.png,huronear
D:/RAE/dataset3_es\chafaldete_5.png,chafaldete
D:/RAE/dataset3_es\lucumo_4.png,lucumo
D:/RAE/dataset3_es\defendedero_1.png,defendedero
D:/RAE/dataset3_es\bajamano_7.png,bajamano
D:/RAE/dataset3_es\voyerismo_14.png,voyerismo
D:/RAE/dataset3_es\envilecedor_7.png,envilecedor
D:/RAE/dataset3_es\heraldo_10.png,heraldo
D:/RAE/dataset3_es\mesenterico_1.png,mesenterico
D:/RAE/dataset3_es\cauchau_6.png,cauchau
D:/RAE/dataset3_es\anacalo_1.png,anacalo
D:/RAE/dataset3_es\moscabado_11.png,moscabado
D:/RAE/dataset3_es\cieno_6.png,cieno
D:/RAE/dataset3_es\cantar_8.png,cantar
D:/RAE/dataset3_es\vaquiano_12.png,vaquiano
D:/RAE/dataset3_es\triario_13.png,triario
D:/RAE/dataset3_es\pasmana_11.png,pasmaña
D:/RAE/dataset3_es\espadada_14.png,espadada
D:/RAE/dataset3_es\bozalillo_0.png,bozalillo
D:/RAE/dataset3_es\ramplon_7.png,ramplon
D:/RAE/dataset3_es\sanluqueno_10.png,sanluqueno
D:/RAE/dataset3_es\fritaderia_14.png,fritaderia
D:/RAE/dataset3_es\progenitura_10.png,progenitura
D:/RAE/dataset3_es\felacion_14.png,felacion
D:/RAE/dataset3_es\tintinear_7.png,tintinear
D:/RAE/dataset3_es\sorosi_2.png,sorosi
D:/RAE/dataset3_es\cochero_10.png,cochero
D:/RAE/dataset3_es\bilirrubina_13.png,bilirrubina
D:/RAE/dataset3_es\darwinista_13.png,darwinista
D:/RAE/dataset3_es\jaral_6.png,jaral
D:/RAE/dataset3_es\contracarta_10.png,contracarta
D:/RAE/dataset3_es\varon_0.png,varon
D:/RAE/dataset3_es\golfin_14.png,golfin
D:/RAE/dataset3_es\chinero_5.png,chinero
D:/RAE/dataset3_es\lenatero_14.png,lenatero
D:/RAE/dataset3_es\aforrecho_2.png,aforrecho
D:/RAE/dataset3_es\peludear_11.png,peludear
D:/RAE/dataset3_es\galerita_10.png,galerita
D:/RAE/dataset3_es\pinacate_2.png,pinacate
D:/RAE/dataset3_es\galon_10.png,galon
D:/RAE/dataset3_es\camorrista_9.png,camorrista
D:/RAE/dataset3_es\cuantia_5.png,cuantia
D:/RAE/dataset3_es\octaviano_2.png,octaviano
D:/RAE/dataset3_es\orientativo_9.png,orientativo
D:/RAE/dataset3_es\falena_9.png,falena
D:/RAE/dataset3_es\borrosidad_3.png,borrosidad
D:/RAE/dataset3_es\calcimetro_10.png,calcimetro
D:/RAE/dataset3_es\botina_11.png,botina
D:/RAE/dataset3_es\carmelina_4.png,carmelina
D:/RAE/dataset3_es\verdacho_0.png,verdacho
D:/RAE/dataset3_es\flipero_10.png,flipero
D:/RAE/dataset3_es\vitorioso_7.png,vitorioso
D:/RAE/dataset3_es\parejura_4.png,parejura
D:/RAE/dataset3_es\galerero_13.png,galerero
D:/RAE/dataset3_es\chamarileo_9.png,chamarileo
D:/RAE/dataset3_es\influenciar_14.png,influenciar
D:/RAE/dataset3_es\descoger_3.png,descoger
D:/RAE/dataset3_es\entrecuesto_14.png,entrecuesto
D:/RAE/dataset3_es\protegible_5.png,protegible
D:/RAE/dataset3_es\azadonero_11.png,azadonero
D:/RAE/dataset3_es\carvi_0.png,carvi
D:/RAE/dataset3_es\enfriar_7.png,enfriar
D:/RAE/dataset3_es\corretaje_12.png,corretaje
D:/RAE/dataset3_es\gubia_14.png,gubia
D:/RAE/dataset3_es\diablado_10.png,diablado
D:/RAE/dataset3_es\farseto_4.png,farseto
D:/RAE/dataset3_es\petaquita_9.png,petaquita
D:/RAE/dataset3_es\faulear_8.png,faulear
D:/RAE/dataset3_es\capazon_8.png,capazon
D:/RAE/dataset3_es\entron_10.png,entron
D:/RAE/dataset3_es\rezada_13.png,rezada
D:/RAE/dataset3_es\sobrecincha_9.png,sobrecincha
D:/RAE/dataset3_es\tobiano_2.png,tobiano
D:/RAE/dataset3_es\coccinela_1.png,coccinela
D:/RAE/dataset3_es\gentilicio_7.png,gentilicio
D:/RAE/dataset3_es\examinacion_0.png,examinacion
D:/RAE/dataset3_es\destrozon_6.png,destrozon
D:/RAE/dataset3_es\geogonia_7.png,geogonia
D:/RAE/dataset3_es\emplenta_13.png,emplenta
D:/RAE/dataset3_es\kif_4.png,kif
D:/RAE/dataset3_es\desgano_0.png,desgano
D:/RAE/dataset3_es\nevisca_1.png,nevisca
D:/RAE/dataset3_es\pelinegro_13.png,pelinegro
D:/RAE/dataset3_es\hurgonada_8.png,hurgonada
D:/RAE/dataset3_es\moni_0.png,moni
D:/RAE/dataset3_es\geconido_4.png,geconido
D:/RAE/dataset3_es\tuteo_5.png,tuteo
D:/RAE/dataset3_es\anillo_6.png,anillo
D:/RAE/dataset3_es\cuname_7.png,cuñame
D:/RAE/dataset3_es\omisible_14.png,omisible
D:/RAE/dataset3_es\laud_12.png,laud
D:/RAE/dataset3_es\chocarreria_7.png,chocarreria
D:/RAE/dataset3_es\cachuchero_13.png,cachuchero
D:/RAE/dataset3_es\provicero_9.png,provicero
D:/RAE/dataset3_es\puntar_4.png,puntar
D:/RAE/dataset3_es\atendible_0.png,atendible
D:/RAE/dataset3_es\nuzco_3.png,nuzco
D:/RAE/dataset3_es\anate_7.png,añate
D:/RAE/dataset3_es\cocama_2.png,cocama
D:/RAE/dataset3_es\margal_5.png,margal
D:/RAE/dataset3_es\iridiscente_14.png,iridiscente
D:/RAE/dataset3_es\reensenar_2.png,reenseñar
D:/RAE/dataset3_es\anatomizar_14.png,anatomizar
D:/RAE/dataset3_es\carnaje_5.png,carnaje
D:/RAE/dataset3_es\amolletado_12.png,amolletado
D:/RAE/dataset3_es\zarevich_0.png,zarevich
D:/RAE/dataset3_es\alfanje_6.png,alfanje
D:/RAE/dataset3_es\contracurva_6.png,contracurva
D:/RAE/dataset3_es\camiseria_6.png,camiseria
D:/RAE/dataset3_es\mangual_10.png,mangual
D:/RAE/dataset3_es\azcale_6.png,azcale
D:/RAE/dataset3_es\homicida_5.png,homicida
D:/RAE/dataset3_es\camelotina_14.png,camelotina
D:/RAE/dataset3_es\farde_7.png,farde
D:/RAE/dataset3_es\luz_0.png,luz
D:/RAE/dataset3_es\chiscanear_2.png,chiscañear
D:/RAE/dataset3_es\quepis_11.png,quepis
D:/RAE/dataset3_es\rodapie_3.png,rodapie
D:/RAE/dataset3_es\chamusquina_3.png,chamusquina
D:/RAE/dataset3_es\tronador_8.png,tronador
D:/RAE/dataset3_es\calvicie_9.png,calvicie
D:/RAE/dataset3_es\coliseo_1.png,coliseo
D:/RAE/dataset3_es\odisea_5.png,odisea
D:/RAE/dataset3_es\relicario_12.png,relicario
D:/RAE/dataset3_es\purgativo_1.png,purgativo
D:/RAE/dataset3_es\galop_4.png,galop
D:/RAE/dataset3_es\infanzon_10.png,infanzon
D:/RAE/dataset3_es\desalforjar_11.png,desalforjar
D:/RAE/dataset3_es\cinematico_12.png,cinematico
D:/RAE/dataset3_es\alfalfal_8.png,alfalfal
D:/RAE/dataset3_es\fusibilidad_7.png,fusibilidad
D:/RAE/dataset3_es\urinario_1.png,urinario
D:/RAE/dataset3_es\asurcar_14.png,asurcar
D:/RAE/dataset3_es\plutoniano_10.png,plutoniano
D:/RAE/dataset3_es\quinar_7.png,quinar
D:/RAE/dataset3_es\endocrino_13.png,endocrino
D:/RAE/dataset3_es\cabrina_11.png,cabriña
D:/RAE/dataset3_es\pregar_13.png,pregar
D:/RAE/dataset3_es\herreria_12.png,herreria
D:/RAE/dataset3_es\boquisumido_12.png,boquisumido
D:/RAE/dataset3_es\regulable_14.png,regulable
D:/RAE/dataset3_es\tomia_14.png,tomia
D:/RAE/dataset3_es\alasita_10.png,alasita
D:/RAE/dataset3_es\cortex_3.png,cortex
D:/RAE/dataset3_es\canonizar_9.png,canonizar
D:/RAE/dataset3_es\ditero_9.png,ditero
D:/RAE/dataset3_es\afistular_9.png,afistular
D:/RAE/dataset3_es\carbogeno_9.png,carbogeno
D:/RAE/dataset3_es\ideal_10.png,ideal
D:/RAE/dataset3_es\malaestanza_7.png,malaestanza
D:/RAE/dataset3_es\patasca_0.png,patasca
D:/RAE/dataset3_es\guanana_11.png,guañana
D:/RAE/dataset3_es\infula_3.png,infula
D:/RAE/dataset3_es\simular_13.png,simular
D:/RAE/dataset3_es\noblemente_8.png,noblemente
D:/RAE/dataset3_es\expolio_7.png,expolio
D:/RAE/dataset3_es\dolina_10.png,dolina
D:/RAE/dataset3_es\iridaceo_0.png,iridaceo
D:/RAE/dataset3_es\generador_9.png,generador
D:/RAE/dataset3_es\romanza_12.png,romanza
D:/RAE/dataset3_es\raspadera_1.png,raspadera
D:/RAE/dataset3_es\futbolizar_10.png,futbolizar
D:/RAE/dataset3_es\montana_7.png,montana
D:/RAE/dataset3_es\piticlin_7.png,piticlin
D:/RAE/dataset3_es\hierberia_2.png,hierberia
D:/RAE/dataset3_es\hidrologico_0.png,hidrologico
D:/RAE/dataset3_es\aturrullado_11.png,aturrullado
D:/RAE/dataset3_es\mezquite_8.png,mezquite
D:/RAE/dataset3_es\tapada_1.png,tapada
D:/RAE/dataset3_es\obstetra_1.png,obstetra
D:/RAE/dataset3_es\avucastro_6.png,avucastro
D:/RAE/dataset3_es\bochorno_7.png,bochorno
D:/RAE/dataset3_es\combarcano_8.png,combarcano
D:/RAE/dataset3_es\sipedon_8.png,sipedon
D:/RAE/dataset3_es\planton_8.png,planton
D:/RAE/dataset3_es\tioneo_4.png,tioneo
D:/RAE/dataset3_es\psicosis_4.png,psicosis
D:/RAE/dataset3_es\nitrogenado_6.png,nitrogenado
D:/RAE/dataset3_es\peleria_11.png,peleria
D:/RAE/dataset3_es\eser_8.png,eser
D:/RAE/dataset3_es\epiciclico_12.png,epiciclico
D:/RAE/dataset3_es\cuenta_3.png,cuenta
D:/RAE/dataset3_es\cachua_3.png,cachua
D:/RAE/dataset3_es\napeno_8.png,napeno
D:/RAE/dataset3_es\estala_0.png,estala
D:/RAE/dataset3_es\trillado_5.png,trillado
D:/RAE/dataset3_es\calamillera_2.png,calamillera
D:/RAE/dataset3_es\interurbano_3.png,interurbano
D:/RAE/dataset3_es\alcor_2.png,alcor
D:/RAE/dataset3_es\cachulera_13.png,cachulera
D:/RAE/dataset3_es\mujerona_11.png,mujerona
D:/RAE/dataset3_es\panal_14.png,pañal
D:/RAE/dataset3_es\anhidro_12.png,anhidro
D:/RAE/dataset3_es\despilfarro_11.png,despilfarro
D:/RAE/dataset3_es\ambientar_2.png,ambientar
D:/RAE/dataset3_es\gandiense_3.png,gandiense
D:/RAE/dataset3_es\ventero_14.png,ventero
D:/RAE/dataset3_es\polimerico_2.png,polimerico
D:/RAE/dataset3_es\inca_11.png,inca
D:/RAE/dataset3_es\taichi_10.png,taichi
D:/RAE/dataset3_es\serrijon_2.png,serrijon
D:/RAE/dataset3_es\york_6.png,york
D:/RAE/dataset3_es\auditoria_5.png,auditoria
D:/RAE/dataset3_es\acapaneca_12.png,acapaneca
D:/RAE/dataset3_es\carballeda_3.png,carballeda
D:/RAE/dataset3_es\lamparon_11.png,lamparon
D:/RAE/dataset3_es\estragar_14.png,estragar
D:/RAE/dataset3_es\toga_12.png,toga
D:/RAE/dataset3_es\playar_10.png,playar
D:/RAE/dataset3_es\lenador_9.png,lenador
D:/RAE/dataset3_es\piromano_10.png,piromano
D:/RAE/dataset3_es\irregular_9.png,irregular
D:/RAE/dataset3_es\almizclado_0.png,almizclado
D:/RAE/dataset3_es\acoger_3.png,acoger
D:/RAE/dataset3_es\lucumo_5.png,lucumo
D:/RAE/dataset3_es\machacar_11.png,machacar
D:/RAE/dataset3_es\esparcido_4.png,esparcido
D:/RAE/dataset3_es\decada_1.png,decada
D:/RAE/dataset3_es\anarquia_14.png,anarquia
D:/RAE/dataset3_es\cornetazo_13.png,cornetazo
D:/RAE/dataset3_es\aferidor_12.png,aferidor
D:/RAE/dataset3_es\otologia_14.png,otologia
D:/RAE/dataset3_es\pasaportar_9.png,pasaportar
D:/RAE/dataset3_es\lataz_0.png,lataz
D:/RAE/dataset3_es\entubajar_3.png,entubajar
D:/RAE/dataset3_es\cirilico_3.png,cirilico
D:/RAE/dataset3_es\cigofilaceo_8.png,cigofilaceo
D:/RAE/dataset3_es\asoldadar_14.png,asoldadar
D:/RAE/dataset3_es\depurativo_14.png,depurativo
D:/RAE/dataset3_es\invalido_4.png,invalido
D:/RAE/dataset3_es\airampo_14.png,airampo
D:/RAE/dataset3_es\hidroavion_3.png,hidroavion
D:/RAE/dataset3_es\cuadranura_5.png,cuadranura
D:/RAE/dataset3_es\aportadero_10.png,aportadero
D:/RAE/dataset3_es\patrinquear_1.png,patrinquear
D:/RAE/dataset3_es\empobrecer_1.png,empobrecer
D:/RAE/dataset3_es\tabo_8.png,tabo
D:/RAE/dataset3_es\yauyino_10.png,yauyino
D:/RAE/dataset3_es\exquisito_8.png,exquisito
D:/RAE/dataset3_es\llanta_9.png,llanta
D:/RAE/dataset3_es\social_4.png,social
D:/RAE/dataset3_es\frutier_7.png,frutier
D:/RAE/dataset3_es\anorar_2.png,añorar
D:/RAE/dataset3_es\serna_9.png,serna
D:/RAE/dataset3_es\portegado_14.png,portegado
D:/RAE/dataset3_es\porcentual_13.png,porcentual
D:/RAE/dataset3_es\masaje_1.png,masaje
D:/RAE/dataset3_es\abogaderas_3.png,abogaderas
D:/RAE/dataset3_es\celidonia_8.png,celidonia
D:/RAE/dataset3_es\pichola_6.png,pichola
D:/RAE/dataset3_es\contratreta_3.png,contratreta
D:/RAE/dataset3_es\aparar_1.png,aparar
D:/RAE/dataset3_es\indiada_10.png,indiada
D:/RAE/dataset3_es\biblista_1.png,biblista
D:/RAE/dataset3_es\innocuidad_4.png,innocuidad
D:/RAE/dataset3_es\resquemar_8.png,resquemar
D:/RAE/dataset3_es\artabro_3.png,artabro
D:/RAE/dataset3_es\cambiable_11.png,cambiable
D:/RAE/dataset3_es\elfo_8.png,elfo
D:/RAE/dataset3_es\cuatrin_5.png,cuatrin
D:/RAE/dataset3_es\amacayo_9.png,amacayo
D:/RAE/dataset3_es\calazo_4.png,calazo
D:/RAE/dataset3_es\pelete_9.png,pelete
D:/RAE/dataset3_es\toxigeno_13.png,toxigeno
D:/RAE/dataset3_es\divagador_6.png,divagador
D:/RAE/dataset3_es\bolear_14.png,bolear
D:/RAE/dataset3_es\zorondo_4.png,zorondo
D:/RAE/dataset3_es\ramon_2.png,ramon
D:/RAE/dataset3_es\huilte_10.png,huilte
D:/RAE/dataset3_es\axon_8.png,axon
D:/RAE/dataset3_es\babera_3.png,babera
D:/RAE/dataset3_es\santo_6.png,santo
D:/RAE/dataset3_es\trasnoche_12.png,trasnoche
D:/RAE/dataset3_es\trusa_3.png,trusa
D:/RAE/dataset3_es\ecumeno_8.png,ecumeno
D:/RAE/dataset3_es\rocanrolero_11.png,rocanrolero
D:/RAE/dataset3_es\tosigo_4.png,tosigo
D:/RAE/dataset3_es\bitacora_13.png,bitacora
D:/RAE/dataset3_es\camuza_14.png,camuza
D:/RAE/dataset3_es\gelatina_10.png,gelatina
D:/RAE/dataset3_es\catabro_0.png,catabro
D:/RAE/dataset3_es\versucia_7.png,versucia
D:/RAE/dataset3_es\pajecillo_4.png,pajecillo
D:/RAE/dataset3_es\extremeno_5.png,extremeno
D:/RAE/dataset3_es\guaino_1.png,guaino
D:/RAE/dataset3_es\remediable_7.png,remediable
D:/RAE/dataset3_es\sapear_10.png,sapear
D:/RAE/dataset3_es\pletorico_11.png,pletorico
D:/RAE/dataset3_es\buetre_0.png,buetre
D:/RAE/dataset3_es\hidroma_13.png,hidroma
D:/RAE/dataset3_es\anglicista_6.png,anglicista
D:/RAE/dataset3_es\otorgadero_3.png,otorgadero
D:/RAE/dataset3_es\nepote_2.png,nepote
D:/RAE/dataset3_es\celidonia_12.png,celidonia
D:/RAE/dataset3_es\arengador_1.png,arengador
D:/RAE/dataset3_es\tamano_8.png,tamaño
D:/RAE/dataset3_es\estregar_6.png,estregar
D:/RAE/dataset3_es\fase_8.png,fase
D:/RAE/dataset3_es\endrogarse_11.png,endrogarse
D:/RAE/dataset3_es\graseria_14.png,graseria
D:/RAE/dataset3_es\fosforilar_2.png,fosforilar
D:/RAE/dataset3_es\puntal_12.png,puntal
D:/RAE/dataset3_es\emigrar_8.png,emigrar
D:/RAE/dataset3_es\sabicu_0.png,sabicu
D:/RAE/dataset3_es\empuna_8.png,empuña
D:/RAE/dataset3_es\maniabierto_8.png,maniabierto
D:/RAE/dataset3_es\frente_13.png,frente
D:/RAE/dataset3_es\prevalencia_0.png,prevalencia
D:/RAE/dataset3_es\bacoreta_9.png,bacoreta
D:/RAE/dataset3_es\nonagono_3.png,nonagono
D:/RAE/dataset3_es\carajon_10.png,carajon
D:/RAE/dataset3_es\barnacla_4.png,barnacla
D:/RAE/dataset3_es\tumescente_6.png,tumescente
D:/RAE/dataset3_es\espadada_4.png,espadada
D:/RAE/dataset3_es\dilucidario_11.png,dilucidario
D:/RAE/dataset3_es\enfermada_9.png,enfermada
D:/RAE/dataset3_es\moldavo_8.png,moldavo
D:/RAE/dataset3_es\mentastro_1.png,mentastro
D:/RAE/dataset3_es\falluca_10.png,falluca
D:/RAE/dataset3_es\desasear_2.png,desasear
